Run,Step,Network Density,Average Clustering,Number of Active Edges,Successful Projects,Largest Connected Component Size,Resource Node Degree,Gini Coefficient
0,0,0.2571428571428571,0.6977777777777778,27,0,15,0,0.3482876084853126
0,1,0.2571428571428571,0.6977777777777778,27,0,15,0,0.3482876084853126
0,2,0.49523809523809526,0.8446127946127945,52,0,15,0,0.3482876084853126
0,3,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,4,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,5,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,6,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,7,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,8,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,9,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,10,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,11,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,12,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,13,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,14,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,15,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,16,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,17,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,18,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,19,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,20,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,21,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,22,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,23,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,24,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,25,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,26,0.638095238095238,0.8898523698523698,67,0,15,0,0.3482876084853126
0,27,0.7238095238095238,0.9023620823620823,76,0,15,0,0.3482876084853126
0,28,0.7238095238095238,0.9023620823620823,76,0,15,0,0.3482876084853126
0,29,0.7238095238095238,0.9023620823620823,76,0,15,0,0.3482876084853126
0,30,0.8,0.9092618492618492,84,0,15,0,0.3482876084853126
0,31,0.8,0.9092618492618492,84,0,15,0,0.3482876084853126
0,32,0.8761904761904762,0.9217604617604619,92,0,15,0,0.3482876084853126
0,33,0.8761904761904762,0.9217604617604619,92,0,15,0,0.3482876084853126
0,34,0.8761904761904762,0.9217604617604619,92,0,15,0,0.3482876084853126
0,35,0.8761904761904762,0.9217604617604619,92,0,15,0,0.3482876084853126
0,36,0.9428571428571428,0.9485181485181486,99,0,15,0,0.3482876084853126
0,37,0.9428571428571428,0.9485181485181486,99,0,15,0,0.3482876084853126
0,38,0.9428571428571428,0.9485181485181486,99,0,15,0,0.3482876084853126
0,39,0.9619047619047619,0.9652569652569654,101,0,15,0,0.3482876084853126
0,40,0.9714285714285714,0.9741147741147742,102,0,15,0,0.3482876084853126
0,41,0.9714285714285714,0.9741147741147742,102,0,15,0,0.3482876084853126
0,42,0.9714285714285714,0.9741147741147742,102,0,15,0,0.3482876084853126
0,43,0.9714285714285714,0.9741147741147742,102,0,15,0,0.3482876084853126
0,44,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,45,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,46,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,47,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,48,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,49,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,50,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,51,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,52,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,53,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,54,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,55,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,56,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,57,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,58,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,59,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,60,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,61,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,62,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,63,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,64,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,65,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,66,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,67,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,68,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,69,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,70,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,71,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,72,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,73,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,74,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,75,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,76,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,77,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,78,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,79,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,80,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,81,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,82,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,83,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,84,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,85,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,86,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,87,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
0,88,0.9809523809523809,0.9824175824175825,103,0,15,0,0.3482876084853126
